,id,title,original_language,release_date,release_mon,release_month,release_year,vote_average,popularity,adult
4007,308,Broken Flowers,en,8/5/05,8,August,2005,6.9,11.249,FALSE
14007,308,Broken Flowers,en,8/5/05,8,August,2005,6.9,11.249,FALSE
5929,16910,Naruto the Movie: Legend of the Stone of Gelel,ja,8/6/05,8,August,2005,6.6,26.163,FALSE
15929,16910,Naruto the Movie: Legend of the Stone of Gelel,ja,8/6/05,8,August,2005,6.6,26.163,FALSE
3160,8982,The Protector,th,8/11/05,8,August,2005,7.1,31.06,FALSE
4862,8292,Four Brothers,en,8/11/05,8,August,2005,6.8,18.862,FALSE
6894,6957,The 40 Year Old Virgin,en,8/11/05,8,August,2005,6.4,23.565,FALSE
13160,8982,The Protector,th,8/11/05,8,August,2005,7.1,31.06,FALSE
14862,8292,Four Brothers,en,8/11/05,8,August,2005,6.8,18.862,FALSE
16894,6957,The 40 Year Old Virgin,en,8/11/05,8,August,2005,6.4,23.565,FALSE
5804,13922,The Great Raid,en,8/12/05,8,August,2005,6.6,30.168,FALSE
15804,13922,The Great Raid,en,8/12/05,8,August,2005,6.6,30.168,FALSE
7856,14008,Cadet Kelly,en,8/17/05,8,August,2005,6.2,13.367,FALSE
17856,14008,Cadet Kelly,en,8/17/05,8,August,2005,6.2,13.367,FALSE
4675,49367,Two Sons of Francisco,pt,8/19/05,8,August,2005,6.8,7.149,FALSE
6957,11460,Red Eye,en,8/19/05,8,August,2005,6.4,20.573,FALSE
14675,49367,Two Sons of Francisco,pt,8/19/05,8,August,2005,6.8,7.149,FALSE
16957,11460,Red Eye,en,8/19/05,8,August,2005,6.4,20.573,FALSE
4594,21506,Noroi: The Curse,ja,8/20/05,8,August,2005,6.8,13.56,FALSE
14594,21506,Noroi: The Curse,ja,8/20/05,8,August,2005,6.8,13.56,FALSE
2757,11330,Pusher 3,da,8/22/05,8,August,2005,7.2,9.359,FALSE
12757,11330,Pusher 3,da,8/22/05,8,August,2005,7.2,9.359,FALSE
9439,4442,The Brothers Grimm,en,8/26/05,8,August,2005,5.8,32.876,FALSE
19439,4442,The Brothers Grimm,en,8/26/05,8,August,2005,5.8,32.876,FALSE
5086,16367,Kinky Boots,en,8/30/05,8,August,2005,6.7,11.056,FALSE
15086,16367,Kinky Boots,en,8/30/05,8,August,2005,6.7,11.056,FALSE
3686,1985,The Constant Gardener,en,8/31/05,8,August,2005,7,18.648,FALSE
13686,1985,The Constant Gardener,en,8/31/05,8,August,2005,7,18.648,FALSE
2886,1420,Breakfast on Pluto,en,9/3/05,9,September,2005,7.2,10,FALSE
8875,7515,London,en,9/3/05,9,September,2005,5.9,12.875,FALSE
12886,1420,Breakfast on Pluto,en,9/3/05,9,September,2005,7.2,10,FALSE
18875,7515,London,en,9/3/05,9,September,2005,5.9,12.875,FALSE
3477,533,Wallace & Gromit: The Curse of the Were-Rabbit,en,9/4/05,9,September,2005,7,33.502,FALSE
13477,533,Wallace & Gromit: The Curse of the Were-Rabbit,en,9/4/05,9,September,2005,7,33.502,FALSE
2735,5236,Kiss Kiss Bang Bang,en,9/5/05,9,September,2005,7.2,19.794,FALSE
7093,9777,Proof,en,9/5/05,9,September,2005,6.3,12.187,FALSE
12735,5236,Kiss Kiss Bang Bang,en,9/5/05,9,September,2005,7.2,19.794,FALSE
17093,9777,Proof,en,9/5/05,9,September,2005,6.3,12.187,FALSE
3857,67,Paradise Now,en,9/7/05,9,September,2005,7,7.313,FALSE
13857,67,Paradise Now,en,9/7/05,9,September,2005,7,7.313,FALSE
9657,9074,The Man,en,9/8/05,9,September,2005,5.7,11.99,FALSE
19657,9074,The Man,en,9/8/05,9,September,2005,5.7,11.99,FALSE
2419,8923,Green Street Hooligans,en,9/9/05,9,September,2005,7.3,17.314,FALSE
2710,9388,Thank You for Smoking,en,9/9/05,9,September,2005,7.2,12.761,FALSE
4748,1947,An Unfinished Life,en,9/9/05,9,September,2005,6.8,13.501,FALSE
5983,8643,The Exorcism of Emily Rose,en,9/9/05,9,September,2005,6.5,33.088,FALSE
6290,11559,Tideland,en,9/9/05,9,September,2005,6.5,9.938,FALSE
12419,8923,Green Street Hooligans,en,9/9/05,9,September,2005,7.3,17.314,FALSE
12710,9388,Thank You for Smoking,en,9/9/05,9,September,2005,7.2,12.761,FALSE
14748,1947,An Unfinished Life,en,9/9/05,9,September,2005,6.8,13.501,FALSE
15983,8643,The Exorcism of Emily Rose,en,9/9/05,9,September,2005,6.5,33.088,FALSE
16290,11559,Tideland,en,9/9/05,9,September,2005,6.5,9.938,FALSE
645,142,Brokeback Mountain,en,9/10/05,9,September,2005,7.8,33.263,FALSE
3659,12920,Dreamer: Inspired By a True Story,en,9/10/05,9,September,2005,7,10.182,FALSE
10645,142,Brokeback Mountain,en,9/10/05,9,September,2005,7.8,33.263,FALSE
13659,12920,Dreamer: Inspired By a True Story,en,9/10/05,9,September,2005,7,10.182,FALSE
6504,7873,Harsh Times,en,9/11/05,9,September,2005,6.4,12.582,FALSE
6806,10851,Revolver,en,9/11/05,9,September,2005,6.4,19.182,FALSE
16504,7873,Harsh Times,en,9/11/05,9,September,2005,6.4,12.582,FALSE
16806,10851,Revolver,en,9/11/05,9,September,2005,6.4,19.182,FALSE
1361,3933,Corpse Bride,en,9/12/05,9,September,2005,7.5,75.722,FALSE
7870,9813,The Quiet,en,9/12/05,9,September,2005,6.2,13.595,FALSE
11361,3933,Corpse Bride,en,9/12/05,9,September,2005,7.5,75.722,FALSE
17870,9813,The Quiet,en,9/12/05,9,September,2005,6.2,13.595,FALSE
1483,69,Walk the Line,en,9/13/05,9,September,2005,7.5,19.094,FALSE
11483,69,Walk the Line,en,9/13/05,9,September,2005,7.5,19.094,FALSE
234,4348,Pride & Prejudice,en,9/16/05,9,September,2005,8.1,53.803,FALSE
2340,1830,Lord of War,en,9/16/05,9,September,2005,7.3,32.282,FALSE
2511,340,Everything Is Illuminated,en,9/16/05,9,September,2005,7.2,8.14,FALSE
3199,3291,"Good Night, and Good Luck.",en,9/16/05,9,September,2005,7.1,16.535,FALSE
3974,9007,Just Like Heaven,en,9/16/05,9,September,2005,6.9,16.772,FALSE
7591,9885,Wolf Creek,en,9/16/05,9,September,2005,6.2,19.729,FALSE
9389,10092,Cry_Wolf,en,9/16/05,9,September,2005,5.8,17.178,FALSE
10234,4348,Pride & Prejudice,en,9/16/05,9,September,2005,8.1,53.803,FALSE
12340,1830,Lord of War,en,9/16/05,9,September,2005,7.3,32.282,FALSE
12511,340,Everything Is Illuminated,en,9/16/05,9,September,2005,7.2,8.14,FALSE
13199,3291,"Good Night, and Good Luck.",en,9/16/05,9,September,2005,7.1,16.535,FALSE
13974,9007,Just Like Heaven,en,9/16/05,9,September,2005,6.9,16.772,FALSE
17591,9885,Wolf Creek,en,9/16/05,9,September,2005,6.2,19.729,FALSE
19389,10092,Cry_Wolf,en,9/16/05,9,September,2005,5.8,17.178,FALSE
8946,1690,Hostel,en,9/17/05,9,September,2005,5.9,27.772,FALSE
18946,1690,Hostel,en,9/17/05,9,September,2005,5.9,27.772,FALSE
4861,14097,9th Company,ru,9/19/05,9,September,2005,6.8,8.913,FALSE
14861,14097,9th Company,ru,9/19/05,9,September,2005,6.8,8.913,FALSE
9028,2313,Prime,en,9/21/05,9,September,2005,5.9,9.466,FALSE
19028,2313,Prime,en,9/21/05,9,September,2005,5.9,9.466,FALSE
6503,9315,Flightplan,en,9/22/05,9,September,2005,6.4,17.075,FALSE
16503,9315,Flightplan,en,9/22/05,9,September,2005,6.4,17.075,FALSE
2813,59,A History of Violence,en,9/23/05,9,September,2005,7.2,21.816,FALSE
4484,10258,The Madagascar Penguins in a Christmas Caper,en,9/23/05,9,September,2005,6.8,13.255,FALSE
4916,257,Oliver Twist,en,9/23/05,9,September,2005,6.7,13.424,FALSE
12813,59,A History of Violence,en,9/23/05,9,September,2005,7.2,21.816,FALSE
14484,10258,The Madagascar Penguins in a Christmas Caper,en,9/23/05,9,September,2005,6.8,13.255,FALSE
14916,257,Oliver Twist,en,9/23/05,9,September,2005,6.7,13.424,FALSE
5755,8066,Stay,en,9/24/05,9,September,2005,6.6,15.777,FALSE
15755,8066,Stay,en,9/24/05,9,September,2005,6.6,15.777,FALSE
1947,16320,Serenity,en,9/25/05,9,September,2005,7.4,25.203,FALSE
11947,16320,Serenity,en,9/25/05,9,September,2005,7.4,25.203,FALSE
2720,16553,Little Manhattan,en,9/26/05,9,September,2005,7.2,14.692,FALSE
12720,16553,Little Manhattan,en,9/26/05,9,September,2005,7.2,14.692,FALSE
9498,17,The Dark,en,9/28/05,9,September,2005,5.8,7.494,FALSE
19498,17,The Dark,en,9/28/05,9,September,2005,5.8,7.494,FALSE
4982,9763,Goal!,en,9/29/05,9,September,2005,6.7,14.646,FALSE
14982,9763,Goal!,en,9/29/05,9,September,2005,6.7,14.646,FALSE
2487,15487,The Greatest Game Ever Played,en,9/30/05,9,September,2005,7.2,13.453,FALSE
2703,14375,Romanzo Criminale,it,9/30/05,9,September,2005,7.2,7.648,FALSE
3623,398,Capote,en,9/30/05,9,September,2005,7,9.728,FALSE
9167,11968,Into the Blue,en,9/30/05,9,September,2005,5.9,20.664,FALSE
12487,15487,The Greatest Game Ever Played,en,9/30/05,9,September,2005,7.2,13.453,FALSE
12703,14375,Romanzo Criminale,it,9/30/05,9,September,2005,7.2,7.648,FALSE
13623,398,Capote,en,9/30/05,9,September,2005,7,9.728,FALSE
19167,11968,Into the Blue,en,9/30/05,9,September,2005,5.9,20.664,FALSE
3040,15906,Barbie and the Magic of Pegasus,en,10/4/05,10,October,2005,7.1,37.138,FALSE
13040,15906,Barbie and the Magic of Pegasus,en,10/4/05,10,October,2005,7.1,37.138,FALSE
3274,445,Caché,fr,10/5/05,10,October,2005,7.1,8.162,FALSE
3784,10707,The Squid and the Whale,en,10/5/05,10,October,2005,7,13.145,FALSE
13274,445,Caché,fr,10/5/05,10,October,2005,7.1,8.162,FALSE
13784,10707,The Squid and the Whale,en,10/5/05,10,October,2005,7,13.145,FALSE
3364,16608,The Proposition,en,10/6/05,10,October,2005,7.1,11.568,FALSE
13364,16608,The Proposition,en,10/6/05,10,October,2005,7.1,11.568,FALSE
7439,7553,Waiting...,en,10/7/05,10,October,2005,6.3,33.376,FALSE
7592,9729,Where the Truth Lies,en,10/7/05,10,October,2005,6.2,10.59,FALSE
7875,11931,In Her Shoes,en,10/7/05,10,October,2005,6.2,10.322,FALSE
8418,9910,Two for the Money,en,10/7/05,10,October,2005,6.1,11.372,FALSE
17439,7553,Waiting...,en,10/7/05,10,October,2005,6.3,33.376,FALSE
17592,9729,Where the Truth Lies,en,10/7/05,10,October,2005,6.2,10.59,FALSE
17875,11931,In Her Shoes,en,10/7/05,10,October,2005,6.2,10.322,FALSE
18418,9910,Two for the Money,en,10/7/05,10,October,2005,6.1,11.372,FALSE
4009,42246,Tom and Jerry: The Fast and the Furry,en,10/11/05,10,October,2005,6.9,30.631,FALSE
14009,42246,Tom and Jerry: The Fast and the Furry,en,10/11/05,10,October,2005,6.9,30.631,FALSE
1113,9912,The World's Fastest Indian,en,10/12/05,10,October,2005,7.6,17.656,FALSE
11113,9912,The World's Fastest Indian,en,10/12/05,10,October,2005,7.6,17.656,FALSE
4834,10846,The Tiger and the Snow,it,10/14/05,10,October,2005,6.8,9.402,FALSE
4840,21481,Twitches,en,10/14/05,10,October,2005,6.8,15.592,FALSE
6021,11348,Fragile,en,10/14/05,10,October,2005,6.5,13.578,FALSE
7762,9621,Elizabethtown,en,10/14/05,10,October,2005,6.2,13.007,FALSE
7884,10070,Feast,en,10/14/05,10,October,2005,6.2,15.738,FALSE
8919,9923,Domino,en,10/14/05,10,October,2005,5.9,11.378,FALSE
14834,10846,The Tiger and the Snow,it,10/14/05,10,October,2005,6.8,9.402,FALSE
14840,21481,Twitches,en,10/14/05,10,October,2005,6.8,15.592,FALSE
16021,11348,Fragile,en,10/14/05,10,October,2005,6.5,13.578,FALSE
17762,9621,Elizabethtown,en,10/14/05,10,October,2005,6.2,13.007,FALSE
17884,10070,Feast,en,10/14/05,10,October,2005,6.2,15.738,FALSE
18919,9923,Domino,en,10/14/05,10,October,2005,5.9,11.378,FALSE
3720,20077,The Batman vs. Dracula,en,10/18/05,10,October,2005,7,14.741,FALSE
13720,20077,The Batman vs. Dracula,en,10/18/05,10,October,2005,7,14.741,FALSE
2811,11490,The Child,fr,10/19/05,10,October,2005,7.2,4.705,FALSE
12811,11490,The Child,fr,10/19/05,10,October,2005,7.2,4.705,FALSE
3376,18747,Election,cn,10/20/05,10,October,2005,7.1,12.043,FALSE
8113,6963,The Weather Man,en,10/20/05,10,October,2005,6.1,12.729,FALSE
13376,18747,Election,cn,10/20/05,10,October,2005,7.1,12.043,FALSE
18113,6963,The Weather Man,en,10/20/05,10,October,2005,6.1,12.729,FALSE
5445,11283,Nanny McPhee,en,10/21/05,10,October,2005,6.6,37.412,FALSE
7855,15276,Barely Legal,en,10/21/05,10,October,2005,6.2,10.419,FALSE
9383,2610,Shopgirl,en,10/21/05,10,October,2005,5.8,10.288,FALSE
15445,11283,Nanny McPhee,en,10/21/05,10,October,2005,6.6,37.412,FALSE
17855,15276,Barely Legal,en,10/21/05,10,October,2005,6.2,10.419,FALSE
19383,2610,Shopgirl,en,10/21/05,10,October,2005,5.8,10.288,FALSE
8201,1656,The Legend of Zorro,en,10/24/05,10,October,2005,6.1,22.691,FALSE
18201,1656,The Legend of Zorro,en,10/24/05,10,October,2005,6.1,22.691,FALSE
2020,116,Match Point,en,10/26/05,10,October,2005,7.4,17.879,FALSE
12020,116,Match Point,en,10/26/05,10,October,2005,7.4,17.879,FALSE
7322,9968,The Big White,en,10/27/05,10,October,2005,6.3,9.189,FALSE
17322,9968,The Big White,en,10/27/05,10,October,2005,6.3,9.189,FALSE
5890,215,Saw II,en,10/28/05,10,October,2005,6.6,41.484,FALSE
15890,215,Saw II,en,10/28/05,10,October,2005,6.6,41.484,FALSE
5615,25,Jarhead,en,11/4/05,11,November,2005,6.6,21.502,FALSE
9136,9982,Chicken Little,en,11/4/05,11,November,2005,5.9,37.749,FALSE
15615,25,Jarhead,en,11/4/05,11,November,2005,6.6,21.502,FALSE
19136,9982,Chicken Little,en,11/4/05,11,November,2005,5.9,37.749,FALSE
6710,6795,Zathura: A Space Adventure,en,11/6/05,11,November,2005,6.4,26.083,FALSE
16710,6795,Zathura: A Space Adventure,en,11/6/05,11,November,2005,6.4,26.083,FALSE
1707,11661,Joyeux Noel,fr,11/9/05,11,November,2005,7.4,12.198,FALSE
4769,10060,Get Rich or Die Tryin',en,11/9/05,11,November,2005,6.8,20.433,FALSE
11707,11661,Joyeux Noel,fr,11/9/05,11,November,2005,7.4,12.198,FALSE
14769,10060,Get Rich or Die Tryin',en,11/9/05,11,November,2005,6.8,20.433,FALSE
7170,8999,Derailed,en,11/11/05,11,November,2005,6.3,16.995,FALSE
17170,8999,Derailed,en,11/11/05,11,November,2005,6.3,16.995,FALSE
621,674,Harry Potter and the Goblet of Fire,en,11/16/05,11,November,2005,7.8,138.17,FALSE
10621,674,Harry Potter and the Goblet of Fire,en,11/16/05,11,November,2005,7.8,138.17,FALSE
3260,8053,The Three Burials of Melquiades Estrada,en,11/17/05,11,November,2005,7.1,10.898,FALSE
4392,1833,Rent,en,11/17/05,11,November,2005,6.8,10.933,FALSE
13260,8053,The Three Burials of Melquiades Estrada,en,11/17/05,11,November,2005,7.1,10.898,FALSE
14392,1833,Rent,en,11/17/05,11,November,2005,6.8,10.933,FALSE
1256,13393,My Father and My Son,tr,11/18/05,11,November,2005,7.5,9.001,FALSE
3771,13127,SPL: Kill Zone,cn,11/18/05,11,November,2005,7,11.884,FALSE
11256,13393,My Father and My Son,tr,11/18/05,11,November,2005,7.5,9.001,FALSE
13771,13127,SPL: Kill Zone,cn,11/18/05,11,November,2005,7,11.884,FALSE
6599,231,Syriana,en,11/23/05,11,November,2005,6.4,14.443,FALSE
7608,17952,In The Mix,en,11/23/05,11,November,2005,6.2,10.736,FALSE
7784,10033,Just Friends,en,11/23/05,11,November,2005,6.2,15.927,FALSE
8007,13499,"Yours, Mine & Ours",en,11/23/05,11,November,2005,6.1,17.182,FALSE
8752,9005,The Ice Harvest,en,11/23/05,11,November,2005,6,11.308,FALSE
16599,231,Syriana,en,11/23/05,11,November,2005,6.4,14.443,FALSE
17608,17952,In The Mix,en,11/23/05,11,November,2005,6.2,10.736,FALSE
17784,10033,Just Friends,en,11/23/05,11,November,2005,6.2,15.927,FALSE
18007,13499,"Yours, Mine & Ours",en,11/23/05,11,November,2005,6.1,17.182,FALSE
18752,9005,The Ice Harvest,en,11/23/05,11,November,2005,6,11.308,FALSE
5583,9687,Keeping Mum,en,12/2/05,12,December,2005,6.6,12.954,FALSE
15583,9687,Keeping Mum,en,12/2/05,12,December,2005,6.6,12.954,FALSE
6752,13417,Kronk's New Groove,en,12/5/05,12,December,2005,6.4,24.016,FALSE
16752,13417,Kronk's New Groove,en,12/5/05,12,December,2005,6.4,24.016,FALSE
922,1904,Memoirs of a Geisha,en,12/6/05,12,December,2005,7.7,28.16,FALSE
10922,1904,Memoirs of a Geisha,en,12/6/05,12,December,2005,7.7,28.16,FALSE
3071,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,12/7/05,12,December,2005,7.1,176.919,FALSE
7092,13679,Kirikou and the Wild Beasts,fr,12/7/05,12,December,2005,6.3,14.089,FALSE
13071,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,12/7/05,12,December,2005,7.1,176.919,FALSE
17092,13679,Kirikou and the Wild Beasts,fr,12/7/05,12,December,2005,6.3,14.089,FALSE
4316,254,King Kong,en,12/12/05,12,December,2005,6.9,37.012,FALSE
14316,254,King Kong,en,12/12/05,12,December,2005,6.9,37.012,FALSE
1614,20558,Scooby-Doo! in Where's My Mummy?,en,12/13/05,12,December,2005,7.5,22.577,FALSE
11614,20558,Scooby-Doo! in Where's My Mummy?,en,12/13/05,12,December,2005,7.5,22.577,FALSE
7230,9043,The Family Stone,en,12/15/05,12,December,2005,6.3,13.719,FALSE
17230,9043,The Family Stone,en,12/15/05,12,December,2005,6.3,13.719,FALSE
7605,10982,Hoodwinked!,en,12/16/05,12,December,2005,6.2,16.521,FALSE
8588,44894,I Love You in Every Language in the World,it,12/16/05,12,December,2005,6,4.929,FALSE
17605,10982,Hoodwinked!,en,12/16/05,12,December,2005,6.2,16.521,FALSE
18588,44894,I Love You in Every Language in the World,it,12/16/05,12,December,2005,6,4.929,FALSE
3946,11227,Angel-A,fr,12/21/05,12,December,2005,6.9,9.583,FALSE
7730,7552,Fun with Dick and Jane,en,12/21/05,12,December,2005,6.2,16.579,FALSE
8012,9641,Cheaper by the Dozen 2,en,12/21/05,12,December,2005,6.1,23.677,FALSE
13946,11227,Angel-A,fr,12/21/05,12,December,2005,6.9,9.583,FALSE
17730,7552,Fun with Dick and Jane,en,12/21/05,12,December,2005,6.2,16.579,FALSE
18012,9641,Cheaper by the Dozen 2,en,12/21/05,12,December,2005,6.1,23.677,FALSE
9952,2800,Rumor Has It...,en,12/22/05,12,December,2005,5.6,15.231,FALSE
19952,2800,Rumor Has It...,en,12/22/05,12,December,2005,5.6,15.231,FALSE
2967,612,Munich,en,12/23/05,12,December,2005,7.1,16.78,FALSE
3352,546,Transamerica,en,12/23/05,12,December,2005,7.1,11.816,FALSE
4155,868,Tsotsi,tn,12/23/05,12,December,2005,6.9,7.189,FALSE
9718,9927,The Ringer,en,12/23/05,12,December,2005,5.7,10.293,FALSE
12967,612,Munich,en,12/23/05,12,December,2005,7.1,16.78,FALSE
13352,546,Transamerica,en,12/23/05,12,December,2005,7.1,11.816,FALSE
14155,868,Tsotsi,tn,12/23/05,12,December,2005,6.9,7.189,FALSE
19718,9927,The Ringer,en,12/23/05,12,December,2005,5.7,10.293,FALSE
5964,11400,The New World,en,12/25/05,12,December,2005,6.5,13.489,FALSE
6424,9681,Casanova,en,12/25/05,12,December,2005,6.5,12.101,FALSE
7908,9899,The Producers,en,12/25/05,12,December,2005,6.2,16.279,FALSE
15964,11400,The New World,en,12/25/05,12,December,2005,6.5,13.489,FALSE
16424,9681,Casanova,en,12/25/05,12,December,2005,6.5,12.101,FALSE
17908,9899,The Producers,en,12/25/05,12,December,2005,6.2,16.279,FALSE
8086,2269,Day Watch,ru,1/1/06,1,January,2006,6.1,16.776,FALSE
18086,2269,Day Watch,ru,1/1/06,1,January,2006,6.1,16.776,FALSE
3685,7304,Running Scared,en,1/6/06,1,January,2006,7,11.38,FALSE
5825,9900,Grandma's Boy,en,1/6/06,1,January,2006,6.6,15.889,FALSE
7012,34588,If I Were You,pt,1/6/06,1,January,2006,6.3,4.457,FALSE
13685,7304,Running Scared,en,1/6/06,1,January,2006,7,11.38,FALSE
15825,9900,Grandma's Boy,en,1/6/06,1,January,2006,6.6,15.889,FALSE
17012,34588,If I Were You,pt,1/6/06,1,January,2006,6.3,4.457,FALSE
3721,14945,Origin: Spirits of the Past,ja,1/7/06,1,January,2006,7,13.552,FALSE
13721,14945,Origin: Spirits of the Past,ja,1/7/06,1,January,2006,7,13.552,FALSE
1694,1523,The Last King of Scotland,en,1/12/06,1,January,2006,7.4,20.522,FALSE
5826,834,Underworld: Evolution,en,1/12/06,1,January,2006,6.6,30.489,FALSE
11694,1523,The Last King of Scotland,en,1/12/06,1,January,2006,7.4,20.522,FALSE
15826,834,Underworld: Evolution,en,1/12/06,1,January,2006,6.6,30.489,FALSE
1669,9918,Glory Road,en,1/13/06,1,January,2006,7.4,16.92,FALSE
3139,17379,Last Holiday,en,1/13/06,1,January,2006,7.1,16.005,FALSE
11669,9918,Glory Road,en,1/13/06,1,January,2006,7.4,16.92,FALSE
13139,17379,Last Holiday,en,1/13/06,1,January,2006,7.1,16.005,FALSE
8716,9756,Half Light,en,1/17/06,1,January,2006,6,9.81,FALSE
18716,9756,Half Light,en,1/17/06,1,January,2006,6,9.81,FALSE
8607,1969,Bandidas,en,1/18/06,1,January,2006,6,9.612,FALSE
18607,1969,Bandidas,en,1/18/06,1,January,2006,6,9.612,FALSE
5843,10947,High School Musical,en,1/20/06,1,January,2006,6.6,23.493,FALSE
15843,10947,High School Musical,en,1/20/06,1,January,2006,6.6,23.493,FALSE
1477,7549,Fearless,zh,1/26/06,1,January,2006,7.5,20.266,FALSE
2962,7913,Rang De Basanti,hi,1/26/06,1,January,2006,7.1,11.814,FALSE
6224,13205,Bambi II,en,1/26/06,1,January,2006,6.5,25.703,FALSE
9608,11565,Big Momma's House 2,en,1/26/06,1,January,2006,5.7,160.027,FALSE
11477,7549,Fearless,zh,1/26/06,1,January,2006,7.5,20.266,FALSE
12962,7913,Rang De Basanti,hi,1/26/06,1,January,2006,7.1,11.814,FALSE
16224,13205,Bambi II,en,1/26/06,1,January,2006,6.5,25.703,FALSE
19608,11565,Big Momma's House 2,en,1/26/06,1,January,2006,5.7,160.027,FALSE
4849,13275,Annapolis,en,1/27/06,1,January,2006,6.8,31.687,FALSE
5463,7457,Alpha Dog,en,1/27/06,1,January,2006,6.6,14.37,FALSE
14849,13275,Annapolis,en,1/27/06,1,January,2006,6.8,31.687,FALSE
15463,7457,Alpha Dog,en,1/27/06,1,January,2006,6.6,14.37,FALSE
5989,15363,Something New,en,1/29/06,1,January,2006,6.5,7.602,FALSE
15989,15363,Something New,en,1/29/06,1,January,2006,6.5,7.602,FALSE
9703,13742,Satan,fr,2/1/06,2,February,2006,5.7,5.734,FALSE
19703,13742,Satan,fr,2/1/06,2,February,2006,5.7,5.734,FALSE
9581,10053,When a Stranger Calls,en,2/3/06,2,February,2006,5.8,17.709,FALSE
19581,10053,When a Stranger Calls,en,2/3/06,2,February,2006,5.8,17.709,FALSE
9407,9754,Firewall,en,2/8/06,2,February,2006,5.8,14.124,FALSE
19407,9754,Firewall,en,2/8/06,2,February,2006,5.8,14.124,FALSE
8346,9286,Final Destination 3,en,2/9/06,2,February,2006,6.1,36.168,FALSE
18346,9286,Final Destination 3,en,2/9/06,2,February,2006,6.1,36.168,FALSE
6677,9975,Curious George,en,2/10/06,2,February,2006,6.4,15.26,FALSE
9345,12096,The Pink Panther,en,2/10/06,2,February,2006,5.8,22.52,FALSE
16677,9975,Curious George,en,2/10/06,2,February,2006,6.4,15.26,FALSE
19345,12096,The Pink Panther,en,2/10/06,2,February,2006,5.8,22.52,FALSE
3397,300,The Science of Sleep,fr,2/11/06,2,February,2006,7.1,13.982,FALSE
13397,300,The Science of Sleep,fr,2/11/06,2,February,2006,7.1,13.982,FALSE
3677,9036,Eight Below,en,2/17/06,2,February,2006,7,21.825,FALSE
6427,33365,The Night Before the Exams,it,2/17/06,2,February,2006,6.5,9.33,FALSE
13677,9036,Eight Below,en,2/17/06,2,February,2006,7,21.825,FALSE
16427,33365,The Night Before the Exams,it,2/17/06,2,February,2006,6.5,9.33,FALSE
4783,14609,Ultimate Avengers: The Movie,en,2/21/06,2,February,2006,6.8,13.728,FALSE
9698,15590,The Prince & Me 2: The Royal Wedding,en,2/21/06,2,February,2006,5.7,24.489,FALSE
14783,14609,Ultimate Avengers: The Movie,en,2/21/06,2,February,2006,6.8,13.728,FALSE
19698,15590,The Prince & Me 2: The Royal Wedding,en,2/21/06,2,February,2006,5.7,24.489,FALSE
